통합키,정답코드,정답명,예측코드,근거,확실도,매칭토큰,정답13분류,예측13분류,추정코드,추정근거
KR2026090700037184,532302,단체 급식 보조원,532302,별칭일치,강,단체급식보조원,06,06,,
KR2026090700022379,027205,경리 사무원(회계·세무 사무소),027205,학습사전,중,세무기장원,01,01,,
KR2026090700021436,531803,병원 급식 조리사,531803,별칭일치,강,병원급식조리사,06,06,,
KR2026090700024932,307500,간호조무사,307500,별칭일치,강,간호조무사,04,04,,
KR2026090700019692,904100,양식원,,미분류,,,11,,,
KR2026090700030818,890000,기타 제조 관련 단순 종사원,890000,학습사전,중,권선공,10,10,,
KR2026090700037625,821200,금속가공 기계 조작원,6,상위합의,약,배송,10,08,,후보 표결 — 지지 후보들의 13대분류가 08 로 모였다
KR2026090700037910,532300,주방 보조원,5,상위합의,약,급식,06,06,532300,사전(수동) 「급식」 — 급식 조리·배식. 주방 보조원
KR2026090700037680,550102,재가 요양보호사,550102,별칭일치,강,재가요양보호사,06,06,,
KR2026090700038202,813200,금속 공작기계 조작원,813200,학습사전,중,그라인더조작원,10,10,,
KR2026090700019741,550102,재가 요양보호사,550102,별칭일치,강,재가요양보호사,06,06,,
KR2026090700015535,027102,회계 사무원(회계·세무 사무소),0,상위합의,약,세무사무원(세무사무소),01,01,027102,사전(학습) 「세무」 — 정답 42건 중 31건이 027102 회계 사무원(회계·세무 사무소)
KR2026090700037428,531801,학교 급식 조리사,531801,별칭일치,강,학교급식조리사,06,06,,
KR2026090700026542,550102,재가 요양보호사,550102,별칭일치,강,재가요양보호사,06,06,,
KR2026090700038114,026501,총무 및 일반 사무원,8,상위합의,약,정비,01,02,,사전(학습) 「건축」 — 정답 36건 중 18건이 02 연구직 및 공학기술직 — 세세분류는 흩어진다
KR2026090700015534,550102,재가 요양보호사,550102,별칭일치,강,재가요양보호사,06,06,,
KR2026090700031098,871100,제과원 및 제빵사,8,상위합의,약,제빵사,10,10,871100,사전(학습) 「제과사(제과원)」 — 정답 4건 중 4건이 871100 제과원 및 제빵사
KR2026090700142320,550100,요양보호사,550100,별칭일치,강,요양보호사,06,06,,
KR2026090700037410,027102,회계 사무원(회계·세무 사무소),0,상위합의,약,회계사무실신입,01,01,027102,사전(학습) 「세무」 — 정답 42건 중 31건이 027102 회계 사무원(회계·세무 사무소)
KR2026090700020837,890000,기타 제조 관련 단순 종사원,8,상위합의,약,생산직,10,10,,사전(수동) 「생산직」 — 생산 현장직. 공정은 특정 불가 → 설치·정비·생산직
KR2026090700038178,232903,장애인 생활지도원(장애인활동보조원 포함),232903,학습사전,중,장애인활동지원사,03,03,,
KR2026090700022612,151100,기계공학 기술자 및 연구원,1,상위합의,약,설계,02,10,,사전(학습) 「기계」 — 정답 210건 중 123건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700029855,215300,교사보조 및 관련 종사원,232100,별칭일치,강,보육교사,03,03,,
KR2026090700020033,813210,머시닝센터(MCT) 조작원,813210,별칭일치,강,머시닝센터(mct)조작원,10,10,,
KR2026090700037678,813210,머시닝센터(MCT) 조작원,813210,학습사전,중,머시닝가공원,10,10,,
KR2026090700142239,561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",5,상위합의,약,미화원,06,06,561100,사전(수동) 「미화원」 — 건물 청소원
KR2026090700027155,028504,생산관리 사무원(전기·전자·컴퓨터),0,상위합의,약,생산관리,01,01,028504,사전(학습) 「배전계획원」 — 정답 3건 중 3건이 028504 생산관리 사무원(전기·전자·컴퓨터)
KR2026090700038039,027102,회계 사무원(회계·세무 사무소),027100,별칭일치,강,회계사무원,01,01,,
KR2026090700015983,813209,금속절곡기 조작원(밴딩기 조작원),4,상위합의,약,기사,10,05,,후보 표결 — 지지 후보들의 13대분류가 05 로 모였다
KR2026090700142176,550101,요양보호사(노인요양사),550100,별칭일치,강,요양보호사,06,06,,
KR2026090700037178,890001,기계·금속 분야 단순 종사원,8,상위합의,약,생산,10,10,,사전(학습) 「생산」 — 정답 268건 중 189건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700016608,027200,경리 사무원,027200,학습사전,중,경리장부정리원,01,01,,
KR2026090700024920,015100,영업 및 판매 관련 관리자,026202,학습사전,중,영업관리,01,01,,
KR2026090700031172,813202,범용 선반 조작원,813202,학습사전,중,범용선반기능원,10,10,,
KR2026090700016874,159103,기계·금속 제도사(캐드원),159103,학습사전,중,기계캐드원,02,02,,
KR2026090700025694,155501,대기 환경 기술자 및 연구원,4,상위합의,약,기자,02,05,,사전(학습) 「대기환경측정분석기술자」 — 정답 2건 중 2건이 02 연구직 및 공학기술직 — 세세분류는 흩어진다
KR2026090700018339,890000,기타 제조 관련 단순 종사원,8,상위합의,약,생산직,10,10,,사전(수동) 「생산직」 — 생산 현장직. 공정은 특정 불가 → 설치·정비·생산직
KR2026090700020514,153105,전기공사 기술자(전기견적 포함),153105,학습사전,중,전기공사현장관리자,02,02,,
KR2026090700030858,824102,"전기용접원(아크,알곤,티그용접원)",824102,별칭일치,강,전기용접원,10,10,,
KR2026090700026988,564900,기타 서비스 관련 단순 종사원,5,상위합의,약,세탁,06,06,,사전(학습) 「세탁」 — 정답 14건 중 12건이 06 미용·여행·숙박·음식·경비·청소직 — 세세분류는 흩어진다
KR2026090700025094,550101,요양보호사(노인요양사),550100,별칭일치,강,요양보호사,06,06,,
KR2026090700018105,028505,생산관리 사무원(음식료품),0,상위합의,약,사무행정,01,01,029904,사전(수동) 「사무행정」 — 사무 보조원(일반사업체)
KR2026090700015541,550102,재가 요양보호사,550102,별칭일치,강,재가요양보호사,06,06,,
KR2026090700028822,905300,어업 관련 단순 종사원,905300,학습사전,중,연근해어부고용,11,11,,
KR2026090700018081,550101,요양보호사(노인요양사),550100,별칭일치,강,요양보호사,06,06,,
KR2026090700018352,541900,기타 경호 및 보안 관련 종사원,541300,학습사전,중,특수경비원,06,06,,
KR2026090700142223,550102,재가 요양보호사,550102,별칭일치,강,재가요양보호사,06,06,,
KR2026090700024912,151100,기계공학 기술자 및 연구원,1,상위합의,약,연구,02,02,,사전(학습) 「연구」 — 정답 24건 중 12건이 02 연구직 및 공학기술직 — 세세분류는 흩어진다
KR2026090700028913,613201,식품·주류 영업원,026202,학습사전,중,영업관리,07,01,,
KR2026090700021800,550102,재가 요양보호사,550102,별칭일치,강,재가요양보호사,06,06,,
KR2026090700019676,532300,주방 보조원,5,상위합의,약,조리,06,06,532300,사전(수동) 「급식」 — 급식 조리·배식. 주방 보조원
KR2026090700026125,154100,화학공학 기술자 및 연구원,8,상위합의,약,화학,02,10,,사전(학습) 「화학」 — 정답 6건 중 3건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700025147,873101,육류 가공기계 조작원,8,상위합의,약,생산직,10,10,,사전(수동) 「생산직」 — 생산 현장직. 공정은 특정 불가 → 설치·정비·생산직
KR2026090700016008,890000,기타 제조 관련 단순 종사원,890000,학습사전,중,권선공,10,10,,
KR2026090700026124,532201,호텔·레스토랑 웨이터·웨이트리스,532202,학습사전,중,홀서빙,06,06,,
KR2026090700038163,158102,소방시설·설비 시공 기술자,1,상위합의,약,소방,02,10,834002,사전(수동) 「시설관리」 — 빌딩 전기관리원
KR2026090700023378,531802,유치원·어린이집 급식 조리사,531802,학습사전,중,어린이집급식조리사,06,06,,
KR2026090700029980,823302,주조 보조원(견습공),823302,별칭일치,강,주조보조원,10,10,,
KR2026090700142237,550102,재가 요양보호사,550102,별칭일치,강,재가요양보호사,06,06,,
KR2026090700038169,028900,기타 운송 및 무역 사무원,028900,학습사전,중,터미널관리사무원,01,01,,
KR2026090700019702,890000,기타 제조 관련 단순 종사원,8,상위합의,약,생산직,10,10,,사전(수동) 「생산직」 — 생산 현장직. 공정은 특정 불가 → 설치·정비·생산직
KR2026090700015955,027203,경리 사무원(건설),0,상위합의,약,경리,01,01,890000,사전(수동) 「노무」 — 제조 단순 종사원
KR2026090700025143,871100,제과원 및 제빵사,890006,학습사전,중,제빵,10,10,,
KR2026090700022722,151106,조선·해양공학 기술자 및 연구원,159103,학습사전,중,모델링,02,02,,
KR2026090700022376,813201,CNC 선반 조작원(NC 선반 조작원),813201,별칭일치,강,cnc선반조작원,10,10,,
KR2026090700023382,550102,재가 요양보호사,550102,별칭일치,강,재가요양보호사,06,06,,
KR2026090700015991,016300,제품 생산 관련 관리자,8,상위합의,약,생산,01,10,,사전(학습) 「생산」 — 정답 268건 중 189건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700037241,550102,재가 요양보호사,550102,별칭일치,강,재가요양보호사,06,06,,
KR2026090700021180,824100,용접원,824100,별칭일치,강,용접원,10,10,,
KR2026090700028110,151100,기계공학 기술자 및 연구원,6,상위합의,약,기술영업,02,07,,사전(학습) 「기술영업」 — 정답 10건 중 6건이 07 영업·판매직 — 세세분류는 흩어진다
KR2026090700028998,550102,재가 요양보호사,550102,별칭일치,강,재가요양보호사,06,06,,
KR2026090700025882,140501,도시 계획·설계가,1,상위합의,약,개발,02,01,,사전(학습) 「사무」 — 정답 165건 중 136건이 01 경영·사무·금융·보험직 — 세세분류는 흩어진다
KR2026090700015659,813210,머시닝센터(MCT) 조작원,813210,별칭일치,강,머시닝센터(mct)조작원,10,10,,
KR2026090700022428,026501,총무 및 일반 사무원,026501,학습사전,중,총무사무원,01,01,,
KR2026090700037995,136101,정보시스템 운영자,1,상위합의,약,시스템,13,13,,사전(학습) 「인프라」 — 정답 4건 중 2건이 13 정보통신관련직 — 세세분류는 흩어진다
KR2026090700142731,550101,요양보호사(노인요양사),550100,별칭일치,강,요양보호사,06,06,,
KR2026090700016709,813201,CNC 선반 조작원(NC 선반 조작원),8,상위합의,약,가공,10,10,,사전(학습) 「가공」 — 정답 214건 중 183건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700018864,817300,운송장비 조립원(항공기·선박·철도기관차·전동차 등 검사원 포함),1,상위합의,약,조선,10,10,,사전(학습) 「조선」 — 정답 54건 중 29건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700022070,027102,회계 사무원(회계·세무 사무소),027100,별칭일치,강,회계사무원,01,01,,
KR2026090700030288,813207,프레스기 및 절단기 조작원,813207,학습사전,중,프레스절단가공원,10,10,,
