회사명,공고제목,직무,경력,고용형태,지역,기술스택,마감일,공고URL,수집시각
컴포즈커피 창원내동점,컴포즈커피창원내동점 주말 미들모집,"바리스타, 커피전문점, 캐셔·카운터",6개월~1년,"시급 10,320원",경남 창원시 성산구,,상시모집,https://www.albamon.com/jobs/detail/118811836,2026-09-07 15:31:49
VIPS 청주 커넥트현대점,[VIPS 청주커넥트 현대점] 주방 오픈 사원 구합니다.,"서빙, 주방장·조리사, 패밀리레스토랑",6개월~1년,"시급 12,384원",충북 청주시 흥덕구 가경동,,상시모집,https://www.albamon.com/jobs/detail/118819953,2026-09-07 15:31:49
구미상모점,우지커피 구미상모점 알바모집,"바리스타, 커피전문점, 매장관리·판매 기타",6개월~1년,"시급 10,320원",경북 구미시 상모동,,상시모집,https://www.albamon.com/jobs/detail/118978379,2026-09-07 15:31:49
투썸플레이스 영등포역점,[직영점] 투썸플레이스 영등포역점 평일 오픈 스탭 모집 공고,"바리스타, 커피전문점, 아이스크림·디저트",6개월~1년,"시급 10,400원",서울 영등포구,,상시모집,https://www.albamon.com/jobs/detail/119016100,2026-09-07 15:31:49
대천광장,해수욕장 롯데리아에서 함께하실 분 구합니다(주말근무도 가능),"주방보조·설거지, 패스트푸드점, 매장관리·판매",6개월~1년,"시급 12,500원",충남 보령시 신흑동,,상시모집,https://www.albamon.com/jobs/detail/118863774,2026-09-07 15:31:49
컴포즈커피 청주비하효성점,컴포즈 커피 비하 효성점 미들 알바 구합니다,"바리스타, 커피전문점, 캐셔·카운터",6개월~1년,"시급 10,320원",충북 청주시 흥덕구 비하동,,상시모집,https://www.albamon.com/jobs/detail/118935859,2026-09-07 15:31:49
유한회사인프롭테크,"친환경비료 단순 배합,포장(주간근무)","입출고·창고관리, 물류피킹·포장·전산",1년이상,"시급 10,320원",대전 유성구,,2026-09-27,https://www.albamon.com/jobs/detail/119033558,2026-09-07 15:31:49
육회바른연어 부평시장역점,육회바른연어 부평시장역점에서 같이일하실분 찾습니당#,"주방보조·설거지, 일반음식점, 매장관리·판매",6개월~1년,"시급 12,500원",인천 전체,,상시모집,https://www.albamon.com/jobs/detail/118811834,2026-09-07 15:31:49
SSG.COM 산본점,[SSG.COM 산본점]피킹/패킹 스태프(주 5일) 모집,"유통점·마트, 포장·품질검사, 물류피킹·포장·전산",3개월~6개월,"시급 11,500원",경기 군포시,,상시모집,https://www.albamon.com/jobs/detail/118780896,2026-09-07 15:31:49
컴포즈커피 동작도서관점,컴포즈커피(동작도서관점) 월수금(마감)경력자구인,"바리스타, 커피전문점, 캐셔·카운터",6개월~1년,"시급 10,320원",서울 동작구,,상시모집,https://www.albamon.com/jobs/detail/118935857,2026-09-07 15:31:49
㈜신세계엘앤비,"(9월단기)이마트 보라점 명절 와인선물세트 판촉,진열,포장 스탭 모집","매장관리·판매, 판촉도우미, 유통점·마트",1주일이하,"시급 13,130원",경기 용인시 기흥구 보라동,,2026-09-13,https://www.albamon.com/jobs/detail/118883049,2026-09-07 15:31:49
㈜아람인테크,[연봉3200만 이상] 미래에셋벤처타워점 구내식당 조리사 모집,"주방보조·설거지, 급식·푸드시스템, 도시락·반찬",6개월~1년,"연봉 32,000,000원",경기 성남시 분당구,,2026-09-17,https://www.albamon.com/jobs/detail/118816902,2026-09-07 15:31:49
쿠팡CFS 서울1센터,서울장지쿠팡★ㅣ주말/주3일 선택해서 근무해요 #부담없이 시작#맞춤형계약직,"포장·품질검사, 입출고·창고관리, 물류피킹·포장·전산",6개월~1년,"월급 1,750,580원",서울 송파구 장지동,,상시모집,https://www.albamon.com/jobs/detail/118894123,2026-09-07 15:31:49
쿠팡CFS 서울1센터,월최대341만원ㅣ서울장지쿠팡★진열/포장/지게차ㅣ초보자환영#역세권#식사제공,"포장·품질검사, 입출고·창고관리, 지게차운전",6개월~1년,"월급 3,411,880원",서울 강남구 역삼동,,상시모집,https://www.albamon.com/jobs/detail/118894122,2026-09-07 15:31:49
등촌역,"롯데리아 등촌역점에서 함께 할 관리자,직원 (리더,바이스) 모집","패스트푸드점, 매장관리·판매",1년이상,"월급 2,800,000원",서울 강서구,,상시모집,https://www.albamon.com/jobs/detail/118850235,2026-09-07 15:31:49
호텔잡컴퍼니,"호텔리어 신입사원 (객실부,식음료부)",호텔·리조트·숙박,1년이상,"연봉 25,000,000원",대구 중구 남일동,,2026-09-11,https://www.albamon.com/jobs/detail/118979472,2026-09-07 15:31:49
주식회사 잡파트너 / 오산통근운행,주5일/기숙사가능/연장없음/상여200%/동탄 제과제품 물류 피킹사원 모집,"제조·가공·조립, 물류피킹·포장·전산, 지게차운전",3개월~6개월,"월급 2,600,000원",경기 수원시 권선구 세류동,,상시모집,https://www.albamon.com/jobs/detail/119040527,2026-09-07 15:31:49
주식회사 잡파트너 / 오산통근운행,주5일/기숙사가능/연장없음/상여200%/동탄 제과제품 물류 피킹사원 모집,"제조·가공·조립, 물류피킹·포장·전산, 지게차운전",3개월~6개월,"월급 2,600,000원",경기 오산시 원동,,상시모집,https://www.albamon.com/jobs/detail/119040526,2026-09-07 15:31:49
매머드 익스프레스 갈현선일점,매머드커피 갈현선일점에서 파트타이머 구합니다.,"바리스타, 커피전문점, 매장관리·판매",6개월~1년,"시급 10,320원",서울 은평구 갈현동,,상시모집,https://www.albamon.com/jobs/detail/118889787,2026-09-07 15:31:49
주식회사 잡파트너 / 오산통근운행,주5일/기숙사가능/연장없음/상여200%/동탄 제과제품 물류 피킹사원 모집,"제조·가공·조립, 물류피킹·포장·전산, 지게차운전",3개월~6개월,"월급 2,600,000원",경기 화성시 동탄구 신동,,상시모집,https://www.albamon.com/jobs/detail/119040525,2026-09-07 15:31:49
플레이팅 제주공항 국내선4F점,플레이팅 제주공항 국내선 4F점 함께 근무할 직원을 모집합니다,"패밀리레스토랑, 매장관리·판매, 캐셔·카운터",6개월~1년,"시급 10,320원",제주 제주시 용담2동,,상시모집,https://www.albamon.com/jobs/detail/118883045,2026-09-07 15:31:49
투썸 2.0 강남,[직영점]  투썸 2.0 강남 목금토일 마감 Staff 채용,"바리스타, 커피전문점, 아이스크림·디저트",6개월~1년,"시급 10,400원",서울 강남구,,상시모집,https://www.albamon.com/jobs/detail/119002920,2026-09-07 15:31:49
노브랜드버거 대전관평점,노브랜드버거 매니저채용,"서빙, 일반음식점, 패스트푸드점",6개월~1년,"시급 10,500원",대전 유성구 관평동,,2026-09-10,https://www.albamon.com/jobs/detail/118742312,2026-09-07 15:31:49
투썸플레이스 동묘앞역점,[직영점]투썸플레이스 동묘앞역점 캡틴(CAPTAIN)채용,"바리스타, 커피전문점, 아이스크림·디저트",1년이상,"월급 2,500,000원",서울 동대문구,,상시모집,https://www.albamon.com/jobs/detail/118786017,2026-09-07 15:31:49
주식회사 스카이잡(파견업체),"화성 정남읍 화장품 조립, 포장, 검사 단순 생산 직원 모집합니다.","제조·가공·조립, 포장·품질검사",1년이상,"시급 10,320원",경기 오산시 궐동,,상시모집,https://www.albamon.com/jobs/detail/118939052,2026-09-07 15:31:49
용산역사,★★ 롯데리아 용산역사점 알바 구함 ★★,"주방보조·설거지, 패스트푸드점",6개월~1년,"시급 10,320원",서울 전체,,상시모집,https://www.albamon.com/jobs/detail/118965495,2026-09-07 15:31:49
컴포즈커피 동작도서관점,컴포즈커피(동작도서관점) 월수금(마감)경력자구인,"바리스타, 커피전문점, 캐셔·카운터",6개월~1년,"시급 10,320원",서울 동작구,,상시모집,https://www.albamon.com/jobs/detail/118935852,2026-09-07 15:31:49
더짐 망원점,더짐 망원점 에서 평일 18:00-23:00 인포선생님 구합니다,피트니스·스포츠,6개월~1년,"시급 12,000원",서울 마포구 성산동,,상시모집,https://www.albamon.com/jobs/detail/118999741,2026-09-07 15:31:49
남희 바,남희 BAR / 함께 빛날 새로운 맴버를 찾습니다,바(bar),6개월~1년,"시급 10,320원",전남광주 서구 쌍촌동,,상시모집,https://www.albamon.com/jobs/detail/118893240,2026-09-07 15:31:49
남희 바,남희 BAR / 함께 빛날 새로운 맴버를 찾습니다,바(bar),6개월~1년,"일급 450,000원",전남광주 북구 용봉동,,상시모집,https://www.albamon.com/jobs/detail/118893215,2026-09-07 15:31:49
투썸플레이스 영등포역점,[직영점] 투썸플레이스 영등포역점 주말 키친스탭 모집 공고,"바리스타, 커피전문점, 아이스크림·디저트",6개월~1년,"시급 10,400원",서울 영등포구,,상시모집,https://www.albamon.com/jobs/detail/119016095,2026-09-07 15:31:49
주식회사 정앤잡,원인재역/동춘역 걸어서5분 당일지급 단순포장 원하는날만OK,"제조·가공·조립, 포장·품질검사, 입출고·창고관리",3개월~6개월,"일급 82,560원",인천 연수구 선학동,,상시모집,https://www.albamon.com/jobs/detail/119033588,2026-09-07 15:31:49
매머드 익스프레스 위더스논현점,매머드익스프레스 위더스논현점 마감파트 타임 모집,"바리스타, 커피전문점, 매장관리·판매",6개월~1년,"시급 10,500원",서울 강남구,,2026-09-17,https://www.albamon.com/jobs/detail/118825435,2026-09-07 15:31:49
강릉동부점,주 5일 오전 7시 ~ 오후 4시 근무,"매장관리·판매, 캐셔·카운터, 편의점",6개월~1년,"시급 10,320원",강원 강릉시 옥천동,,상시모집,https://www.albamon.com/jobs/detail/118806341,2026-09-07 15:31:49
노브랜드버거 부천소풍점,노브랜드버거 부천소풍점 마감 파트 모집합니다.,패스트푸드점,3개월~6개월,"시급 10,320원",경기 부천시 소사동,,상시모집,https://www.albamon.com/jobs/detail/118930280,2026-09-07 15:31:49
No-Brand용인청덕점,[노브랜드] 용인청덕점  스태프 모집,"매장관리·판매, 캐셔·카운터, 유통점·마트",3개월~6개월,"시급 11,500원",경기 용인시 기흥구 청덕동,,2026-09-20,https://www.albamon.com/jobs/detail/118889783,2026-09-07 15:31:49
플레이팅 롯데월드부산점,플레이팅 롯데월드부산점에서 함께근무할 직원을 모집합니다.,"주방보조·설거지, 패밀리레스토랑, 매장관리·판매",3개월~6개월,"시급 10,320원",부산 기장군,,상시모집,https://www.albamon.com/jobs/detail/118847609,2026-09-07 15:31:49
기숙사인원모집&식사제공&통근운행&타인계좌가능,★신규인원 채용★망설이지말고 지원★통근운행★타인계좌★당일지급★기숙사운영★,"포장·품질검사, 입출고·창고관리, 물류피킹·포장·전산",6개월~1년,"일급 105,000원",경기 오산시 궐동,,상시모집,https://www.albamon.com/jobs/detail/119018989,2026-09-07 15:31:49
헬스보이짐여의도점,[정착지원금 200만원] 헬스보이짐 여의도점 오후 트레이너 선생님 채용,"뷰티·헬스스토어, 피트니스·스포츠, 피트니스 트레이너",1년이상,"월급 3,000,000원",서울 강서구,,상시모집,https://www.albamon.com/jobs/detail/119033031,2026-09-07 15:31:49
주3일(10-14시),"[면접비3만]단순 서류정리 및 관리 담당자 모집(월 300,주5일)","서비스 기타, 사무보조, 고객상담·인바운드",3개월~6개월,"월급 3,500,000원",부산 기장군 기장읍,,2026-09-11,https://www.albamon.com/jobs/detail/119033581,2026-09-07 15:31:49
㈜엔젤스태프,[통상근무/월~토] 대림성모병원 정형외과 외래 보조 사원 모집,"간호조무사·간호사, 간병·요양보호사, 외래보조·병동보조",1년이상,"월급 2,244,660원",서울 금천구 독산동,,2026-09-21,https://www.albamon.com/jobs/detail/119033580,2026-09-07 15:31:49
㈜아람인테크,[평일근무] 분당 지역난방공사 판교 직원식당 경력조리원 (찬 조리) 모집,"주방보조·설거지, 일반음식점, 급식·푸드시스템",1년이상,"월급 2,508,000원",경기 성남시 분당구,,상시모집,https://www.albamon.com/jobs/detail/118119929,2026-09-07 15:31:49
컴포즈커피 서울대입구역1호점,컴포즈  평일 오전 파트타이머 구함,"바리스타, 커피전문점, 캐셔·카운터",6개월~1년,"시급 10,320원",서울 관악구 봉천동,,상시모집,https://www.albamon.com/jobs/detail/118996405,2026-09-07 15:31:49
주식회사 잡파트너 오산병정수원 통근운행 화장품포장,당일지급 [화장품포장/남여무관/단순업무] 오산 화장품 포장사원 모집,"제조·가공·조립, 포장·품질검사, 생산·건설·노무 기타",1개월~3개월,"일급 130,960원",경기 수원시 권선구 권선동,,상시모집,https://www.albamon.com/jobs/detail/119040513,2026-09-07 15:31:49
주식회사 잡파트너 오산병정수원 통근운행 화장품포장,당일지급 [화장품포장/남여무관/단순업무] 오산 화장품 포장사원 모집,"제조·가공·조립, 포장·품질검사, 생산·건설·노무 기타",1개월~3개월,"일급 130,960원",경기 오산시 원동,,상시모집,https://www.albamon.com/jobs/detail/119040512,2026-09-07 15:31:49
주식회사 잡파트너 오산병정수원 통근운행 화장품포장,당일지급 [화장품포장/남여무관/단순업무] 오산 화장품 포장사원 모집,"제조·가공·조립, 포장·품질검사, 생산·건설·노무 기타",1개월~3개월,"일급 130,960원",경기 화성시 병점구 병점동,,상시모집,https://www.albamon.com/jobs/detail/119040511,2026-09-07 15:31:49
컴포즈커피 문정이엠365점,문정이엠365점 미들 아르바이트 모집,"바리스타, 커피전문점, 캐셔·카운터",1년이상,"시급 10,500원",서울 송파구 문정동,,상시모집,https://www.albamon.com/jobs/detail/118910262,2026-09-07 15:31:49
상주청리점,이마트24 상주청리점 평일 저녁알바 구합니다~,"매장관리·판매, 캐셔·카운터, 편의점",3개월~6개월,"시급 10,320원",경북 상주시,,상시모집,https://www.albamon.com/jobs/detail/118844611,2026-09-07 15:31:49
등촌역,"롯데리아 등촌역점 청소 주부사원(시간당15,000원) 모집","주방보조·설거지, 패스트푸드점, 매장관리·판매",6개월~1년,"시급 15,000원",서울 강서구,,상시모집,https://www.albamon.com/jobs/detail/118850227,2026-09-07 15:31:49
