통합키,사이트,원본공고ID,회사명,회사키,공고제목,직무,직무상세,직무키워드,담당업무,자격요건,우대사항,직종,직종코드,직종명,직종대분류코드,직종대분류,직종코드근거,업종,직급직책,근무요일,근무시작,근무종료,근무시간,급여형태,급여최소,급여최대,급여,채용인원,채용인원구분,모집인원원문,학력,경력구분,최소연차,고용형태,고용형태표준,알바여부,시도,시군구,지역원문,상세주소,기술스택,마감일,마감구분,원본_직무,원본_경력,원본_고용형태,원본_지역,원본_마감일,공고URL,외부원본ID,수집시각,부산판정근거
,잡코리아,49860861,진손해사정㈜,진손해사정,"배상책임보험  손해사정  조사자  모집  (부산광역시,  대구광역시)",,,,,,,,,,,,,,,,,,,월급,250,601,"월급 2,500,000원 ~ 6,010,000원",,없음,,학력무관,경력,,정규직,정규직,,대구,수성구,대구 수성구,대구 수성구 동대구로 386 (범어동,,2026-09-25,기한,"진손해사정㈜에서 정규직 신입·경력 채용을 진행합니다. 근무지는 대구 수성구 동대구로 386 (범어동, 킹덤오피스텔)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",신입·경력,정규직,대구 수성구,2026-09-25,https://www.jobkorea.co.kr/Recruit/GI_Read/49860861,,2026-09-07 21:40:55,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49807594,코오롱모터스㈜,코오롱모터스,[코오롱모터스] BMW 경상권 서비스센터 채용 (대구/구미/김해/부산),,,,,,,,,,,,,,,,,,,,,,,,없음,,고졸 이상,경력,,"정규직, 인턴","인턴, 정규직",,대구,동구,대구 동구,대구 동구 안심로55길 39 (동호동),,2026-10-18,기한,"코오롱모터스㈜에서 정규직 신입·경력 채용을 진행합니다. 근무지는 대구 동구 안심로55길 39 (동호동)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",신입·경력,"정규직, 인턴",대구 동구,2026-10-18,https://www.jobkorea.co.kr/Recruit/GI_Read/49807594,,2026-09-07 21:43:24,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49633524,토스인슈어런스㈜,토스인슈어런스,[대전/천안/부산] 2026 토스인슈어런스 본사직영소속 보험 설계사 채용,설계,,,,,,,,,,,,,,,,,,,,,,,없음,,학력무관,무관,0,계약직,계약직,,대전,서구,대전 서구,대전 서구 둔산서로 47 (둔산동),,2027-07-21,기한,"토스인슈어런스㈜에서 경력무관 채용을 진행합니다. 근무지는 대전 서구 둔산서로 47 (둔산동)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력무관,계약직,대전 서구,2027-07-21,https://www.jobkorea.co.kr/Recruit/GI_Read/49633524,,2026-09-07 21:47:11,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49912017,㈜더파티,더파티,[부산 1위 외식] (주)더파티 울산점 고객상담 및 연회진행 신입경력,고객상담,,,,,,,,,,,,,,,,,,,,,,,없음,,학력무관,무관,0,"정규직, 계약직","계약직, 정규직",,울산,북구,울산 북구,울산 북구 진장17길 10 (진장동,,2026-10-02,기한,"㈜더파티에서 정규직 경력무관 채용을 진행합니다. 근무지는 울산 북구 진장17길 10 (진장동, 신선도원몰)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력무관,"정규직, 계약직",울산 북구,2026-10-02,https://www.jobkorea.co.kr/Recruit/GI_Read/49912017,,2026-09-07 21:52:00,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49917784,㈜한국백신,한국백신,"한국백신판매(주) 영업사원(MR) 대규모 채용(부산, 경남)","영업관리, 판매, 영업, 사원, 영업사원, 분석",영업관리,,백신 병/의원 영업 ㆍ영업 전략 운영 및 거래처 관리 ㆍ시장분석 및 전략 수립 ㆍ자사 제품 디테일링,경력 신입·경력 (1년이상) 학력 대졸이상 (졸업예정자 가능) 스킬,"기본우대 군전역간부(장교·부사관), 인근거주자, 컴퓨터활용능력 우수자, 운전가능자, 프리젠테이션 능력우수자, 리더쉽 소유자, 우수사원 수상자, 유관업무 경력자, 즉시출근 가능자, 장기근무 가능자",,015100,영업 및 판매 관련 관리자,0,경영·사무·금융·보험,추정,완제 의약품 제조업,,주5일(월~금),08:30,17:30,주5일(월~금) 08:30 ~ 17:30,회사내규,,,회사 내규에 따름 (면접 후 결정),1,명시,1,,경력,,정규직,정규직,,경남,김해시,경남 김해시,"경남 김해시 김해대로 2295 (봉황동, 제황빌딩) 3층",,2026-09-28,기한,"㈜한국백신에서 정규직 신입·경력 채용을 진행합니다. 근무지는 경남 김해시 김해대로 2295 (봉황동, 제황빌딩)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",신입·경력,정규직,경남 김해시,2026-09-28,https://www.jobkorea.co.kr/Recruit/GI_Read/49917784,,2026-09-07 21:56:33,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49868833,바이탈에어코리아㈜,바이탈에어코리아,[육아휴직 대체인력] 부산 의료기기 기술지원 엔지니어 (1년 계약직),"인력, 기술지원, 엔지니어, 육아휴직 대체인력",,,,,,,,,,,,,,,,,,,,,,,없음,,초대졸 이상,무관,0,계약직,계약직,,경남,양산시,경남 양산시,경남 양산시 물금읍 증산역로 177 (가촌리,,2026-09-26,기한,"바이탈에어코리아㈜에서 계약직 경력무관 채용을 진행합니다. 근무지는 경남 양산시 물금읍 증산역로 177 (가촌리, 라피에스타)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력무관,계약직,경남 양산시,2026-09-26,https://www.jobkorea.co.kr/Recruit/GI_Read/49868833,,2026-09-07 21:57:07,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49868533,㈜씨엠,씨엠,부산 경남 단체급식 [지원조리실장]구인 - 씨엠푸드시스템,"급식, 조리, 실장, 시스템, 지원조리실장",,,,,,,,,,,,,,,,,,연봉,4100,4201,"연봉 41,000,000원 ~ 42,010,000원",,없음,,학력무관,경력,,정규직,정규직,,경남,김해시,경남 김해시,경남 김해시 대동면 대동로 308 (주동리),,2026-09-26,기한,"㈜씨엠에서 정규직 경력 채용을 진행합니다. 근무지는 경남 김해시 대동면 대동로 308 (주동리)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력,정규직,경남 김해시,2026-09-26,https://www.jobkorea.co.kr/Recruit/GI_Read/49868533,,2026-09-07 21:57:09,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49919764,㈜멕헬스케어,멕헬스케어,[멕헬스케어] 부산지사 호흡사업부 채용,,,,,,,,,,,,,,,,,,,,,,,,없음,,학력무관,경력,,정규직,정규직,,경남,양산시,경남 양산시,경남 양산시 물금읍 증산역로 177 (가촌리,,2026-10-03,기한,"㈜멕헬스케어에서 정규직 경력 채용을 진행합니다. 근무지는 경남 양산시 물금읍 증산역로 177 (가촌리, 라피에스타)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력,정규직,경남 양산시,2026-10-03,https://www.jobkorea.co.kr/Recruit/GI_Read/49919764,,2026-09-07 21:57:51,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49917040,㈜용문,용문,부산신항만 내 냉동 컨테이너 관리직(주야근 교대),"항만, 관리직",,,,,,,,,,,,,,,,,,,,,,,없음,,고졸 이상,무관,0,정규직,정규직,,경남,창원시,경남 창원시,경남 창원시 진해구 신항로 339 (용원동),,2026-10-03,기한,"㈜용문에서 정규직 경력무관 채용을 진행합니다. 근무지는 경남 창원시 진해구 신항로 339 (용원동)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력무관,정규직,경남 창원시,2026-10-03,https://www.jobkorea.co.kr/Recruit/GI_Read/49917040,,2026-09-07 21:57:57,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49917034,코웨이㈜,코웨이,"(주)코웨이 홈케어 매트리스 케어서비스 담당자 모집 / 창원시,부산강서구","렌탈영업, 렌탈제품관리, 수면환경관리, 영업, 환경관리, 운전","렌탈영업,렌탈제품관리, 수면환경관리",,"매트리스 렌탈 케어서비스 ㆍ코웨이 제품 영업 스킬 ㆍ1종보통운전면허, 2종보통운전면허",경력 경력무관 학력 학력무관 스킬,"기본우대 인근거주자, 차량소지자, 장기근무 가능자",,,,,,,그 외 기타 달리 분류되지 않은 개인 서비스업,,협의,09:00,19:00,협의가능 09:00 ~ 19:00 탄력근무제,월급,300,,월급 300만원 ~ 0만원,1,명시,1,,무관,0,기타,,,경남,창원시,경남 창원시,"경남 창원시 진해구 석동로 51 (석동, 세븐코아) 405호",,2026-10-03,기한,"코웨이㈜에서 경력무관 채용을 진행합니다. 근무지는 경남 창원시 진해구 석동로 51 (석동, 세븐코아)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력무관,기타,경남 창원시,2026-10-03,https://www.jobkorea.co.kr/Recruit/GI_Read/49917034,,2026-09-07 21:57:57,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49927298,두산에너빌리티㈜,두산에너빌리티,순천/창원/영주/부산/영광/하동 건설현장 안전관리자 채용,"현장, 안전관리",,,,,,,,,,,,,,,,,,,,,,,없음,,학력무관,무관,0,계약직,계약직,,경남,하동군,경남 하동군,경남 하동군 금성면 경제산업로 509 (가덕리),,2026-10-04,기한,"두산에너빌리티㈜에서 계약직 경력무관 채용을 진행합니다. 근무지는 경남 하동군 금성면 경제산업로 509 (가덕리)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력무관,계약직,경남 하동군,2026-10-04,https://www.jobkorea.co.kr/Recruit/GI_Read/49927298,,2026-09-07 21:58:11,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49845536,건일제약㈜,건일제약,"건일제약 제약영업 부산(진구,강서구 외)담당자(MR) 채용(부산의약팀)",영업,건일제약 부산의약팀 MR 모집,,"부산 해운대구, 남구, 수영구, 기장군 MR 1명 ㆍ부산진구, 강서구,중구, 동구,영도구 MR 1명",경력 신입·경력 (1년이상) 학력 대졸이상 스킬,인근거주자 ㆍ제약영업 경력자,,,,,,,완제 의약품 제조업,,주5일(월~금),09:00,18:00,주5일(월~금) 09:00 ~ 18:00,회사내규,,,회사 내규에 따름 (면접 후 결정),2,명시,2,,경력,,"정규직, 계약직","계약직, 정규직",,경남,김해시,경남 김해시,경남 김해시 김해대로2492번길 5 (삼정동) 2층 (건일제약),,2027-08-23,기한,"건일제약㈜에서 정규직 신입·경력 채용을 진행합니다. 근무지는 경남 김해시 김해대로2492번길 5 (삼정동)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",신입·경력,"정규직, 계약직",경남 김해시,2027-08-23,https://www.jobkorea.co.kr/Recruit/GI_Read/49845536,,2026-09-07 21:59:04,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49842866,㈜동부산컨트리클럽,동부산컨트리클럽,동부산컨트리클럽 미화 담당 직원 채용공고,"미화, 직원",,,,,,,,,,,,,,,,,,연봉,3000,,"연봉 30,000,000원",,없음,,고졸 이상,무관,0,정규직,정규직,,경남,양산시,경남 양산시,경남 양산시 매곡외산로 282 (매곡동),,2026-10-23,기한,"㈜동부산컨트리클럽에서 정규직 경력무관 채용을 진행합니다. 근무지는 경남 양산시 매곡외산로 282 (매곡동)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력무관,정규직,경남 양산시,2026-10-23,https://www.jobkorea.co.kr/Recruit/GI_Read/49842866,,2026-09-07 21:59:14,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49642300,토스인슈어런스㈜,토스인슈어런스,[부산/양산] 토스인슈어런스 직영점 / 보험설계사 채용공고,"보험설계, 보험설계사",,,,,,,,,,,,,,,,,,월급,400,1001,"월급 4,000,000원 ~ 10,010,000원",,없음,,학력무관,무관,0,계약직,계약직,,경남,양산시,경남 양산시,경남 양산시 물금읍 야리1길 22 (가촌리,,2027-07-22,기한,"토스인슈어런스㈜에서 경력무관 채용을 진행합니다. 근무지는 경남 양산시 물금읍 야리1길 22 (가촌리, 미래타워)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력무관,계약직,경남 양산시,2027-07-22,https://www.jobkorea.co.kr/Recruit/GI_Read/49642300,,2026-09-07 21:59:17,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49910291,천안축산물유통센터,천안축산물유통센터,축산물(부산물) 생산팀 정규직 모집,"축산, 생산",,,,,,,,,,,,,,,,,,,,,,,없음,,학력무관,무관,0,정규직,정규직,,충남,천안시,충남 천안시,충남 천안시 서북구 입장면 위례성로 1933,,2027-09-01,기한,"천안축산물유통센터에서 정규직 경력무관 채용을 진행합니다. 근무지는 충남 천안시 서북구 입장면 위례성로 1933 이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력무관,정규직,충남 천안시,2027-09-01,https://www.jobkorea.co.kr/Recruit/GI_Read/49910291,,2026-09-07 22:12:29,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49888403,연정사,연정사,[부산 사무직 채용] 친구 연애상담 자주 해주는 분 / 월 350&인센,"영업관리, 사무직, 부산 사무직 채용",영업관리,,,경력 신입·경력 학력 학력무관,"기본우대 인근거주자, 차량소지자, 즉시출근 가능자, 장기근무 가능자",,,,,,,콜센터·아웃소싱·기타,,주5일(월~금),13:00,22:00,주5일(월~금) 13:00 ~ 22:00,월급,230,400,월급 230만원 ~ 400만원,1,명시,1,,경력,,정규직,정규직,,충북,청주시,충북 청주시,충북 청주시 서원구 사직대로 115 (사창동) 11층,,2026-09-30,기한,"연정사에서 정규직 신입·경력 채용을 진행합니다. 근무지는 충북 청주시 서원구 사직대로 115 (사창동)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",신입·경력,정규직,충북 청주시,2026-09-30,https://www.jobkorea.co.kr/Recruit/GI_Read/49888403,,2026-09-07 22:15:25,제목엔 부산이나 근무지주소가 타지역
